Counter,Ref Num,Row Num,id,Rep Text,Link,Main Text,Cleaned Text,Subject,Query,Reference Published Date,Who Published?,Reference Name,Access Date,Reference Text,Reference URL,state
4,2,,1768,,https://t.me/bazarsaham/1768,دستور آغاز انتخابات از ۸ اسفند ماه رئیس ستاد انتخابات کشور: 🔹دستور شروع انتخابات برای ثبت‌نام از داوطلبان انتخابات میان‌دوره مجلس از ۸ اسفند ۹۵ و برای انتخابات شوراها از ۳۰ اسفندماه و شروع ثبت‌نام انتخابات ریاست جمهوری از ۲۲ فروردین ۹۶ خواهد بود.,دستور آغاز انتخابات از ۸ اسفند ماه رئیس ستاد انتخابات کشور: دستور شروع انتخابات برای ثبت‌نام از داوطلبان انتخابات میان‌دوره مجلس از ۸ اسفند ۹۵ و برای انتخابات شوراها از ۳۰ اسفندماه و شروع ثبت‌نام انتخابات ریاست جمهوری از ۲۲ فروردین ۹۶ خواهد بود.,انتخابات ریاست جمهوری,شروع نام نویسی انتخابات ۹۶,۱۳۹۵/۵/۲۸,خبرگزاری مهر,خبرگزاری مهر,۱۳۹۷/۲/۲۸,به گزارش خبرگزاری مهر، علی پور علی مطلق با اعلام زمانبندی انتخابات ۹۶ گفت: بر اساس این جدول، نام نویسی از داوطلبان انتخابات ریاست جمهوری از ۲۲ تا ۲۶ فروردین ۹۶ به مدت پنج روز انجام می شود. وی مهلت تبلیغات انتخابات ریاست جمهوری را طبق قانون ۲۰ روز از هشتم تا بیست و هفتم اردیبهشت ۹۶ اعلام کرد. پورعلی مطلق گفت: نام نویسی از داوطلبان پنجمین دوره انتخابات شوراهای اسلامی شهر و روستا از ۳۰ اسفند امسال آغاز می شود و تا ۶ فروردین آینده به مدت یک هفته ادامه دارد. وی مهلت تبلیغات انتخابات شوراها را نیز یک هفته از ۲۱ تا ۲۷ اردیبهشت ۹۶ اعلام کرد. دبیر ستاد انتخابات کشور گفت: انتخابات میان‌دوره ای دهمین دوره مجلس شورای اسلامی نیز در چهار حوزه انتخابیه شامل اهر و هریس در آذربایجان شرقی، بندرلنگه، پارسیان و بستک در هرمزگان، مراغه و عجب‌شیر در استان آذربایجان شرقی و اصفهان برگزار خواهد شد. وی افزود: نام نویسی از داوطلبان این انتخابات نیز از هشتم اسفند امسال آغاز می شود که به مدت یک هفته تا چهاردهم اسفند ادامه دارد. پورعلی مطلق ، مهلت تبلیغات این انتخابات را نیز یک هفته از ۲۱ تا ۲۸ اردیبهشت آینده اعلام کرد. دوازدهمین دوره انتخابات ریاست جمهوری، میان‌دوره ای مجلس شورای اسلامی و شوراهای اسلامی شهر و روستا ۲۹ اردیبهشت ۹۶ در سراسر کشور برگزار می شود.,https://www.mehrnews.com/news/3745279/%D8%B2%D9%85%D8%A7%D9%86%D8%A8%D9%86%D8%AF%DB%8C-%D8%B3%D9%87-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA-%DB%B9%DB%B6-%D8%A2%D8%BA%D8%A7%D8%B2-%D8%AB%D8%A8%D8%AA-%D9%86%D8%A7%D9%85-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA-%D8%B4%D9%88%D8%B1%D8%A7%D9%87%D8%A7-%D8%A7%D8%B2-%DB%B3%DB%B0-%D8%A7%D8%B3%D9%81%D9%86%D8%AF,V
4,3,,1768,,https://t.me/bazarsaham/1768,دستور آغاز انتخابات از ۸ اسفند ماه رئیس ستاد انتخابات کشور: 🔹دستور شروع انتخابات برای ثبت‌نام از داوطلبان انتخابات میان‌دوره مجلس از ۸ اسفند ۹۵ و برای انتخابات شوراها از ۳۰ اسفندماه و شروع ثبت‌نام انتخابات ریاست جمهوری از ۲۲ فروردین ۹۶ خواهد بود.,دستور آغاز انتخابات از ۸ اسفند ماه رئیس ستاد انتخابات کشور: دستور شروع انتخابات برای ثبت‌نام از داوطلبان انتخابات میان‌دوره مجلس از ۸ اسفند ۹۵ و برای انتخابات شوراها از ۳۰ اسفندماه و شروع ثبت‌نام انتخابات ریاست جمهوری از ۲۲ فروردین ۹۶ خواهد بود.,انتخابات ریاست جمهوری,دستور آغاز انتخابات از ۸ اسفند ماه رئیس ستاد انتخابات کشور: دستور شروع انتخابات برای ثبت‌نام از داوطلبان انتخابات میان‌دوره مجلس از ۸ اسفند ۹۵ و برای انتخابات شوراها از ۳۰ اسفندماه و شروع ثبت‌نام انتخابات ریاست جمهوری از ۲۲ فروردین ۹۶ خواهد بود.,۱۳۹۵/۱۱/۱۲,برترینها,خبرگزاری فارس,۱۳۹۷/۲/۲۸,خبرگزاری فارس: علی‌اصغر احمدی رئیس ستاد انتخابات کشور با اشاره به برگزاری 3 انتخابات دوازدهمین دوره ریاست جمهوری، پنجمین شوراهای اسلامی شهر و روستا و میان‌دوره مجلس شورای اسلامی در 29 اردیبهشت 96، اظهار داشت: دستور شروع انتخابات برای ثبت‌نام از داوطلبان انتخابات میان‌دوره مجلس از 8 اسفند 95 و برای انتخابات شوراها از 30 اسفندماه و شروع ثبت‌نام انتخابات ریاست جمهوری از 22 فروردین 96 خواهد بود. وی در ادامه افزود: تشکیل هیأت‌های اجرایی برای انتخابات میان‌دوره مجلس و شوراهای اسلامی شهر و روستا به ترتیب 8 و 25 اسفندماه 95 خواهد بود، همچنین تشکیل هیأت‌های اجرایی انتخابات دوازدهمین دوره ریاست جمهوری در 22 فروردین 96 خواهد بود. رئیس ستاد انتخابات کشور درباره زمانبندی ثبت‌نام داوطلبان انتخابات گفت: ثبت‌نام از داوطلبان انتخابات میان‌دوره مجلس همزمان با دستور آغاز انتخابات یعنی 8 اسفندماه خواهد بود،‌ ولی از سوی دیگر ثبت‌نام داوطلبان انتخابات شوراها طبق قانون از 30 اسفندماه انجام خواهد شد. همچنین ثبت‌نام از داوطلبان انتخابات ریاست جمهوری 22 فروردین 96 خواهد بود. احمدی با اشاره به بررسی طرح یک فوریتی اصلاح موادی از قانون انتخابات شوراها در مجلس تصریح کرد: در بحث طرحی که اکنون در قالب یک فوریتی در مجلس شورای اسلامی در حال بررسی است، اگر قانون جدیدی وضع شود امکان اینکه زمان ثبت‌نام داوطلبان انتخابات شوراها یک هفته جلوتر انجام شود، وجود دارد، ولی مستلزم تصویب این قانون جدید است که نمایندگان در حال بررسی این طرح هستند. وی ادامه داد: همچنین با توجه به این طرح که اکنون در مجلس در حال بررسی است، امکان یکی شدن هیأت‌های اجرایی هر دو انتخابات وجود دارد و اینها مواردی است که در این طرح ذکر شده و تا زمانی که به تصویب نهایی نرسد، نمی‌خواهم به آن بپردازم، بلکه باید ببینیم قانون چه می‌گوید.,http://www.bartarinha.ir/fa/news/472040/%D8%AF%D8%B3%D8%AA%D9%88%D8%B1-%D8%A2%D8%BA%D8%A7%D8%B2-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A7%D8%B2-8-%D8%A7%D8%B3%D9%81%D9%86%D8%AF-%D9%85%D8%A7%D9%87,V
5,1,,1686,,https://t.me/islamshahrnews/1686,⚪️ جاده اصلی توسط معترضین به برگزاری انتخابات چهاردانگه مسدود شد.,جاده اصلی توسط معترضین به برگزاری انتخابات چهاردانگه مسدود شد.,بستن جاده,جاده اصلی توسط معترضین به برگزاری انتخابات چهاردانگه مسدود شد.,۱۳۹۶/۳/۱,ایران خبر,ایران خبر,۱۳۹۷/۲/۲۸,صبح روز یکشنبه ۳۱اردیبهشت ۹۶ گروهی از مردم چهاردانگه واقع در مسیرجاده ساوه در جنوب غربی تهران در اعتراض به تقلبات انتخاباتی شورای شهر در محل بخشداری اقدام به تجمع اعتراضی کرده و سپس جاده ساوه را در اعتراض به این تقلبات بستند. براساس اعلام نتایج آرا شورای شهرچهاردانگه؛ مردم مشارکت ۱۵۷ درصدی داشته اند. یعنی علاوه براینکه براساس این رای سازی ۱۰۰ درصد اهالی چهاردانگه درانتخابات نمایشی شرکت کرده اند؛ ۵۷ درصد هم اضافه آورده اند.,http://irankhabarnews.com/2017/05/22/%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6-%D9%88-%D8%A8%D8%B3%D8%AA%D9%86-%D8%AC%D8%A7%D8%AF%D9%87-%D9%85%D8%B1%D8%AF%D9%85-%DA%86%D9%87%D8%A7%D8%B1%D8%AF%D8%A7%D9%86%DA%AF%D9%87-%D9%86%D8%B3%D8%A8%D8%AA/,V
5,2,,1686,,https://t.me/islamshahrnews/1686,⚪️ جاده اصلی توسط معترضین به برگزاری انتخابات چهاردانگه مسدود شد.,جاده اصلی توسط معترضین به برگزاری انتخابات چهاردانگه مسدود شد.,بستن جاده,بستن جاده ساوه چهاردانگه,۱۳۹۶/۲/۳۱,خبر گزاری فارس,خبر گزاری فارس,۱۳۹۷/۲/۲۸,به گزارش فارس از اسلامشهر، چند ساعت پس از انتشار اخباری از شرق استان تهران درباره اعتراض به نتایج انتخابات شورای شهر، حالا شاهدیم دامنه این نوع اعتراضات به شهر چهاردانگه هم کشیده شده است. بنا به این گزارش، عصر امروز بیش ار 500 نفر از معترضین به نتایج انتخابات شورای شهر چهاردانگه با حضور در جلوی بخشداری این شهر، اعتراض خود را به روند این انتخابات این دوره شوره شهر ابراز داشتند. موضوع اعتراض به تخلفات انتخاباتی در چهاردانگه، موضوعی بود که هفته گذشته حجت الاسلام والمسلمین محمد علی گلوردی در مصاحبه با خبرنگار فارس نسبت به وقوع آن هشدار داده و متذکر شده بود: « برخی کاندیداها پول دارند، خرج می‌دهند، رأی می‌خرند و نهار می‌دهند و سپس چهارسال بر سر این مردم مسلط می‌شوند.» البته در روز 29 اردیبهشت ماه، به اخطار امام جمعه چهار دانگه اعتنایی از سوی مسؤولان برگزاری انتخابات نشد و همین امر سبب گشت تا همانطور که حجت الاسلام گلوردی پیش بینی کرده بود، عده ای از نامزدها با خرید و فروش آرا و وارد کردن آرای اتوبوسی، سعی در تخلف در انتخابات را داشته باشند. تخلفات روز انتخابات امام جمعه چهاردانگه را به واکنش دوباره واداشت به طوری که وی در مصاحبه دیگری که با خبرنگار فارس در روز بعد از انتخابات داشت از مردم این شهر درخواست کرد بصورت مفصل و با مستندات از قبیل فیلم و عکس و شُهود به هیئت نظارت بر انتخابات استان مراجعه کنند و قول داد خود نیز از طریق مراجع قانونی و قضایی این موضوعی را پیگیری نماید. عصر امروز همزمان با برگزاری جلسه شورای تامین شهرستان در محل بخشداری چهاردانگه، معترضین به نتایج انتخابات شورای شهر در این محل حضور پیدا کردند تا اعتراض خود را به گوش مسؤولان ذیصلاح برسانند. گرچه این تجمع به صورت مسالمت آمیز برگزار شد اما در لحظاتی از آن معترضین با بستن بزرگراه سعیدی (جاده ساوه)، خشم خود را نسبت به نتایج اعلام شده شوراها اعلام داشتند که با حضور ماموران راهنمایی و رانندگی و نیروی انتظامی، این مشکل سریعاً برطرف شد و هم اکنون بزرگراه سعیدی باز است. شرکت کنندگان که اکثریت غریب به اتفاق آن ها هواداران کاندیداهای شکست خورده انتخابات شوراهای اسلامی شهر چهاردانگه را شامل می شدند،معتقد بودند که نامزدهای پیروز با خرید و فروش آرا و همچنین آوردن آرای اتوبوسی خارج از شهر توانسته اند پیروز در این انتخابات شوند .,http://tehran.farsnews.com/news/13960231001535,V
5,3,,1686,,https://t.me/islamshahrnews/1686,⚪️ جاده اصلی توسط معترضین به برگزاری انتخابات چهاردانگه مسدود شد.,جاده اصلی توسط معترضین به برگزاری انتخابات چهاردانگه مسدود شد.,بستن جاده,جاده اصلی توسط معترضین به برگزاری انتخابات چهاردانگه,۱۳۹۶/۲/۳۱,اسلامشهر خبر,چهاردانگه نیوز,۱۳۹۷/۲/۲۸,برخی از مردم چهاردانگه دقایقی پیش با تجمع مقابل بخشداری این شهر نسبت به نتایج شمارش آرای انتخابات شورای این شهر اعتراض کردند. به گزارش اسلامشهرخبر، مردم چهاردانگه با سردادن شعارهایی چون : “فرماندار ،بخشدار رای ما رو پس بده” خواستار رسیدگی به تخلفات در نتایج شمارش آرای شدند. در پی این اعتراضات بزرگراه آیت الله سعیدی (جاده ساوه) در اطراف ساختمان بخشداری برای مدتی مسدود شد.فرمانده نیروی انتظامی بخش چهاردانگه و بخشدار چهاردانگه نیز بین معترضان حاضر شدند و آنان را به آرامش و رعایت قانون دعوت کردند. معترضان نیز با سردادن شعار ” نیروی انتظامی حمایت حمایت” خواستار حمایت این نهاد شدند.,http://eslamshahrkhabar.ir/%D8%AA%D8%AC%D9%85%D8%B9-%D9%85%D8%B1%D8%AF%D9%85-%DA%86%D9%87%D8%A7%D8%B1%D8%AF%D8%A7%D9%86%DA%AF%D9%87-%D8%AF%D8%B1-%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6-%D8%A8%D9%87-%D9%86%D8%AA%D8%A7%DB%8C%D8%AC/,V
6,1,,1683,,https://t.me/sepidehpaytakht/1683,⭕️ | رئیس هیات نظارت به دنبال اعتراض مردمی به انتخابات چهاردانگه از بررسی این موضوع با حضور نمایندگان کاندیداها خبر داد |,رئیس هیات نظارت به دنبال اعتراض مردمی به انتخابات چهاردانگه از بررسی این موضوع با حضور نمایندگان کاندیداها خبر داد,چهاردانگه,رئیس هیات نظارت به دنبال اعتراض مردمی به انتخابات چهاردانگه از بررسی این موضوع با حضور نمایندگان کاندیداها خبر داد,۱۳۹۶/۲/۳۱,خبر گزاری مهر,خبرگزاری مهر,۱۳۹۷/۲/۲۸,محمد محمودی شاه نشین، در گفتگو با خبرنگار مهر در مورد نارضایتی برخی از نامزدها در خصوص تجمیع آراء در شهرهای پرند و چهاردانگه اظهار داشت: آمار تک تک صندوق های الکترونیکی کشور در رایانه من موجود است، افرادی که نارضایتی در مورد تجمیع آراء در هرکدام از شهرهای چهاردانگه و پرند دارند ۲ نماینده از میان خودشان به هیات مرکزی نظارت بر انتخابات شوراها معرفی کنند. وی افزود: ۲۰ نفر از نامزدهایی که رای نیاورده و معترض هستند و نیز امام جمعه محترم شهر، طی نامه ای به هیات مرکزی نظارت بر انتخابات اعلام کنند که این ۲ نفر نماینده آن ها هستند. رییس هیات مرکزی نظارت بر انتخابات پنجمین دوره شوراهای اسلامی کشور اضافه کرد: این ۲ نفر نماینده به هیات مرکزی نظارت بر انتخابات مراجعه کنند تا بنده از تمام صندوق های آن شهرها پرینت گرفته و در مقابل آن ها قرار دهم و خود این دو نفر اقدام به تجمیع آراء کنند. وی گفت: صندوق های موجود در این شهرها ۸۰ الی ۹۰ صندوق هستند و به راحتی می توان تجمیع آراء را انجام داد و به صورت دستی بررسی کرد و در صورت وجود مغایرت پیگیری جدی خواهیم کرد. بالاترین مسئول نظارتی پنجمین دوره انتخابات شوراهای اسلامی شهر و روستا اضافه کرد: اگر جایی اشتباهی رخ داده و یا خدای نکرده عددی در شعبه جابجا شده باشد و نیم درصد اختلاف در آراء وجود داشته باشد کل انتخابات در آن شهر را ابطال می کنم.,https://www.mehrnews.com/news/3985185/%D9%86%D8%A7%D9%85%D8%B2%D8%AF%D9%87%D8%A7%DB%8C-%D9%85%D8%B9%D8%AA%D8%B1%D8%B6-%DA%86%D9%87%D8%A7%D8%B1%D8%AF%D8%A7%D9%86%DA%AF%D9%87-%D9%88-%D9%BE%D8%B1%D9%86%D8%AF-%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%DA%AF%D8%A7%D9%86-%D8%AE%D9%88%D8%AF-%D8%B1%D8%A7-%D9%85%D8%B9%D8%B1%D9%81%DB%8C-%DA%A9%D9%86%D9%86%D8%AF,V
6,2,,1683,,https://t.me/sepidehpaytakht/1683,⭕️ | رئیس هیات نظارت به دنبال اعتراض مردمی به انتخابات چهاردانگه از بررسی این موضوع با حضور نمایندگان کاندیداها خبر داد |,رئیس هیات نظارت به دنبال اعتراض مردمی به انتخابات چهاردانگه از بررسی این موضوع با حضور نمایندگان کاندیداها خبر داد,چهاردانگه,نامزدهای معترض چهاردانگه و پرند نمایندگان خود را معرفی کنند,۱۳۹۶/۳/۱,اسلامشهر خبر,خبر گزاری فارس,۱۳۹۷/۲/۲۸,رییس هیات مرکزی نظارت بر انتخابات پنجمین دوره شوراهای اسلامی کشور گفت: اگر جایی اشتباهی رخ داده و یا خدای نکرده عددی در شعبه جابجا شده باشد و نیم درصد اختلاف در آراء وجود داشته باشد کل انتخابات در آن شهر را ابطال می کنم. به گزارش اسلامشهرخبر، محمد محمودی شاه نشین، در گفتگویی در مورد نارضایتی برخی از نامزدها در خصوص تجمیع آراء در شهرهای پرند و چهاردانگه اظهار داشت: آمار تک تک صندوق های الکترونیکی کشور در رایانه من موجود است، افرادی که نارضایتی در مورد تجمیع آراء در هرکدام از شهرهای چهاردانگه و پرند دارند ۲ نماینده از میان خودشان به هیات مرکزی نظارت بر انتخابات شوراها معرفی کنند. وی افزود: ۲۰ نفر از نامزدهایی که رای نیاورده و معترض هستند و نیز امام جمعه محترم شهر، طی نامه ای به هیات مرکزی نظارت بر انتخابات اعلام کنند که این ۲ نفر نماینده آن ها هستند. رییس هیات مرکزی نظارت بر انتخابات پنجمین دوره شوراهای اسلامی کشور اضافه کرد: این ۲ نفر نماینده به هیات مرکزی نظارت بر انتخابات مراجعه کنند تا بنده از تمام صندوق های آن شهرها پرینت گرفته و در مقابل آن ها قرار دهم و خود این دو نفر اقدام به تجمیع آراء کنند. وی گفت: صندوق های موجود در این شهرها ۸۰ الی ۹۰ صندوق هستند و به راحتی می توان تجمیع آراء را انجام داد و به صورت دستی بررسی کرد و در صورت وجود مغایرت پیگیری جدی خواهیم کرد. بالاترین مسئول نظارتی پنجمین دوره انتخابات شوراهای اسلامی شهر و روستا اضافه کرد: اگر جایی اشتباهی رخ داده و یا خدای نکرده عددی در شعبه جابجا شده باشد و نیم درصد اختلاف در آراء وجود داشته باشد کل انتخابات در آن شهر را ابطال می کنم.,http://eslamshahrkhabar.ir/%D9%86%DB%8C%D9%85-%D8%AF%D8%B1%D8%B5%D8%AF-%D8%A7%D8%AE%D8%AA%D9%84%D8%A7%D9%81-%D8%AF%D8%B1-%D8%A2%D8%B1%D8%A7%D8%A1-%D8%A8%D8%A7%D8%B4%D8%AF-%DA%A9%D9%84-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7/,V
6,3,,1683,,https://t.me/sepidehpaytakht/1683,⭕️ | رئیس هیات نظارت به دنبال اعتراض مردمی به انتخابات چهاردانگه از بررسی این موضوع با حضور نمایندگان کاندیداها خبر داد |,رئیس هیات نظارت به دنبال اعتراض مردمی به انتخابات چهاردانگه از بررسی این موضوع با حضور نمایندگان کاندیداها خبر داد,چهاردانگه,نامزدهای معترض چهاردانگه و پرند نمایندگان,۱۳۹۶/۳/۱,طلوع خوزستان,خبرگزاری مهر,۱۳۹۷/۲/۲۸,محمد محمودی شاه نشین، در گفتگو با خبرنگار مهر در مورد نارضایتی برخی از نامزدها در خصوص تجمیع آراء در شهرهای پرند و چهاردانگه اظهار داشت: آمار تک تک صندوق های الکترونیکی کشور در رایانه من موجود است، افرادی که نارضایتی در مورد تجمیع آراء در هرکدام از شهرهای چهاردانگه و پرند دارند ۲ نماینده از میان خودشان به هیات مرکزی نظارت بر انتخابات شوراها معرفی کنند. وی افزود: ۲۰ نفر از نامزدهایی که رای نیاورده و معترض هستند و نیز امام جمعه محترم شهر، طی نامه ای به هیات مرکزی نظارت بر انتخابات اعلام کنند که این ۲ نفر نماینده آن ها هستند. رییس هیات مرکزی نظارت بر انتخابات پنجمین دوره شوراهای اسلامی کشور اضافه کرد: این ۲ نفر نماینده به هیات مرکزی نظارت بر انتخابات مراجعه کنند تا بنده از تمام صندوق های آن شهرها پرینت گرفته و در مقابل آن ها قرار دهم و خود این دو نفر اقدام به تجمیع آراء کنند. وی گفت: صندوق های موجود در این شهرها ۸۰ الی ۹۰ صندوق هستند و به راحتی می توان تجمیع آراء را انجام داد و به صورت دستی بررسی کرد و در صورت وجود مغایرت پیگیری جدی خواهیم کرد. بالاترین مسئول نظارتی پنجمین دوره انتخابات شوراهای اسلامی شهر و روستا اضافه کرد: اگر جایی اشتباهی رخ داده و یا خدای نکرده عددی در شعبه جابجا شده باشد و نیم درصد اختلاف در آراء وجود داشته باشد کل انتخابات در آن شهر را ابطال می کنم.,http://toloo-khz.ir/10625/%d9%86%d8%a7%d9%85%d8%b2%d8%af%d9%87%d8%a7%db%8c-%d9%85%d8%b9%d8%aa%d8%b1%d8%b6-%da%86%d9%87%d8%a7%d8%b1%d8%af%d8%a7%d9%86%da%af%d9%87-%d9%88-%d9%be%d8%b1%d9%86%d8%af-%d9%86%d9%85%d8%a7%db%8c%d9%86/,V
7,1,,308030,,https://t.me/PersianEconomicNews/308030,💠 نایب رئیس اتاق بازرگانی ایران با تأکید بر اینکه شیوه انتخاب کابینه تاکنون عجولانه و براساس سهم‌خواهی بوده است، گفت: در انتخاب کابینه باید شایسته سالاری ملاک قرار گیرد.,نایب رئیس اتاق بازرگانی ایران با تأکید بر اینکه شیوه انتخاب کابینه تاکنون عجولانه و براساس سهم‌خواهی بوده است، گفت: در انتخاب کابینه باید شایسته سالاری ملاک قرار گیرد.,کابینه,نایب رئیس اتاق بازرگانی ایران با تأکید بر اینکه شیوه انتخاب کابینه تاکنون عجولانه و براساس سهم‌خواهی بوده است، گفت: در انتخاب کابینه باید شایسته سالاری ملاک قرار گیرد.,۱۳۹۶/۴/۱۱,خبر گزاری فارس,خبر گزاری فارس,۱۳۹۷/۲/۲۸,به گزارش خبرنگار بازرگانی خبرگزاری فارس پدرام سلطانی امروز در بیست و پنجمین جلسه هیات نمایندگان اتاق ایران به شاخص‌های انتخاب کابینه دولت دوازدهم اشاره کرد و گفت: شیوه‌ انتخاب کابینه تاکنون عجولانه و بدون فرآیندحرفه‌ای و سهم‌خواهی‌های گروه‌های مختلف بوده است. نائب رئیس اتاق بازرگانی ایران افزود: برای اصلاح مسیر انتخاب وزیران باید شاخص‌های فردی، جمعی، چارچوب حکمرانی، سبک مدیریتی و ... به عنوان اجزاء کلی در کنار یکدیگر قرار گیرد. وی با تأکید بر اینکه دولت در انتخاب و ترکیب اعضای کابینه باید به شایسته‌‌سالاری توجه داشته باشد، بیان داشت: توجه به سرمایه‌اجتماعی، کاهش شکاف جنسیتی، توجه به اقلیت‌های مذهبی، کاهش شکاف بین نسلی و پاسخ به انتظارات مردمی هم باید از موارد مورد توجه دولت باشد. عضو هیئت نمایندگان اتاق بازرگانی ایران با انتقاد از نبودن وزیر زن در کابینه بیان داشت: این در حالی است که در کابینه دولت امارات، مصر و نیجریه چندین وزیر زن حضور دارند. سلطانی با بیان اینکه در دولت‌های گذشته شاهد افزایش سن کابینه بوده‌ایم گفت: کابینه فعلی با میانگین سنی 58 سال یک کابینه پیر است. نائب رئیس اتاق بازرگانی ایران بیان داشت: شفافیت و جریان آزاد اطلاعات، حاکمیت قانون، پاسخ گویی در چارچوب قانون، شکل گیری وفاق عمومی، عدالت و حقوق مساوی اصول یک حکمرانی خوب است. وی با بیان اینکه فساد در نظام قضایی و آموزشی می تواند موجب زمین‌گیر شدن هر حکومتی شود، گفت: تقسیم و تجمیع کار، یکپارچگی، کارگروهی، انسجام، چشم‌انداز مشترک و باور‌ها و ارزش‌های مشترک می‌تواند شاخص‌های جمعی انتخاب کابینه باشد. وی با تأکید بر نگاه راهبردی مدیران و جانشین پروری که از جمله مشخصه‌های سبک مدیریت وزرا است، گفت: متاسفانه یکی از مشکلات این است که در هیچ دوره‌ای جانشین پروری در سطح وزرا در کشور انجام نشده است.,https://www.farsnews.com/news/13960411001138/%d8%b4%d8%a7%db%8c%d8%b3%d8%aa%d9%87%e2%80%8c%d8%b3%d8%a7%d9%84%d8%a7%d8%b1%db%8c-%d9%85%d9%84%d8%a7%da%a9-%d8%a7%d9%86%d8%aa%d8%ae%d8%a7%d8%a8-%da%a9%d8%a7%d8%a8%db%8c%d9%86%d9%87-%d8%a8%d8%a7%d8%b4%d8%af-%d9%86%d9%87-%d8%b3%d9%87%d9%85%e2%80%8c%d8%ae%d9%88%d8%a7%d9%87%db%8c,V
7,2,,308030,,https://t.me/PersianEconomicNews/308030,💠 نایب رئیس اتاق بازرگانی ایران با تأکید بر اینکه شیوه انتخاب کابینه تاکنون عجولانه و براساس سهم‌خواهی بوده است، گفت: در انتخاب کابینه باید شایسته سالاری ملاک قرار گیرد.,نایب رئیس اتاق بازرگانی ایران با تأکید بر اینکه شیوه انتخاب کابینه تاکنون عجولانه و براساس سهم‌خواهی بوده است، گفت: در انتخاب کابینه باید شایسته سالاری ملاک قرار گیرد.,کابینه,نایب رئیس اتاق بازرگانی ایران با تأکید بر اینکه شیوه انتخاب کابینه تاکنون عجولانه و براساس سهم‌خواهی بوده است، گفت: در انتخاب کابینه باید شایسته سالاری ملاک قرار گیرد.,۱۳۹۶/۴/۱۱,تیتر اول,خبر گزاری فارس,۱۳۹۷/۲/۲۸,نایب رئیس اتاق بازرگانی ایران با تأکید بر اینکه شیوه انتخاب کابینه تاکنون عجولانه و براساس سهم‌خواهی بوده است، گفت: در انتخاب کابینه باید شایسته سالاری ملاک قرار گیرد. به گزارش خبرنگار بازرگانی خبرگزاری فارس پدرام سلطانی امروز در بیست و پنجمین جلسه هیات نمایندگان اتاق ایران به شاخص های انتخاب کابینه دولت دوازدهم اشاره کرد و گفت: شیوه انتخاب کابینه تاکنون عجولانه و بدون فرآیندحرفه ای و سهم خواهی های گروه های مختلف بوده است. نائب رئیس اتاق بازرگانی ایران افزود: برای اصلاح مسیر انتخاب وزیران باید شاخص های فردی، جمعی، چارچوب حکمرانی، سبک مدیریتی و ... به عنوان اجزاء کلی در کنار یکدیگر قرار گیرد. وی با تأکید بر اینکه دولت در انتخاب و ترکیب اعضای کابینه باید به شایسته سالاری توجه داشته باشد، بیان داشت: توجه به سرمایه اجتماعی، کاهش شکاف جنسیتی، توجه به اقلیت های مذهبی، کاهش شکاف بین نسلی و پاسخ به انتظارات مردمی هم باید از موارد مورد توجه دولت باشد. عضو هیئت نمایندگان اتاق بازرگانی ایران با انتقاد از نبودن وزیر زن در کابینه بیان داشت: این در حالی است که در کابینه دولت امارات، مصر و نیجریه چندین وزیر زن حضور دارند. سلطانی با بیان اینکه در دولت های گذشته شاهد افزایش سن کابینه بوده ایم گفت: کابینه فعلی با میانگین سنی 58 سال یک کابینه پیر است. نائب رئیس اتاق بازرگانی ایران بیان داشت: شفافیت و جریان آزاد اطلاعات، حاکمیت قانون، پاسخ گویی در چارچوب قانون، شکل گیری وفاق عمومی، عدالت و حقوق مساوی اصول یک حکمرانی خوب است. وی با بیان اینکه فساد در نظام قضایی و آموزشی می تواند موجب زمین گیر شدن هر حکومتی شود، گفت: تقسیم و تجمیع کار، یکپارچگی، کارگروهی، انسجام، چشم انداز مشترک و باور ها و ارزش های مشترک می تواند شاخص های جمعی انتخاب کابینه باشد. وی با تأکید بر نگاه راهبردی مدیران و جانشین پروری که از جمله مشخصه های سبک مدیریت وزرا است، گفت: متاسفانه یکی از مشکلات این است که در هیچ دوره ای جانشین پروری در سطح وزرا در کشور انجام نشده است.,http://etitr.com/n/310317/%D8%B4%D8%A7%DB%8C%D8%B3%D8%AA%D9%87%E2%80%8C%D8%B3%D8%A7%D9%84%D8%A7%D8%B1%DB%8C-%D9%85%D9%84%D8%A7%DA%A9-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8-%DA%A9%D8%A7%D8%A8%DB%8C%D9%86%D9%87-%D8%A8%D8%A7%D8%B4%D8%AF-%D9%86%D9%87-%D8%B3%D9%87%D9%85%E2%80%8C%D8%AE%D9%88%D8%A7%D9%87%DB%8C,V
